geoid,name,duration_sum,duration_difference,duration_reconciliation_status,coresident_components_sum,coresident_difference,coresident_reconciliation_status
3079935,"White Haven CDP, Montana",0,0,Pass,0,0,Pass
3080050,"White Sulphur Springs city, Montana",0,0,Pass,0,0,Pass
3080125,"Whitetail CDP, Montana",0,0,Pass,0,0,Pass
3080200,"Whitewater CDP, Montana",0,0,Pass,0,0,Pass
3080275,"Whitlash CDP, Montana",0,0,Pass,0,0,Pass
3080350,"Wibaux town, Montana",20,0,Pass,20,0,Pass
3080800,"Willow Creek CDP, Montana",0,0,Pass,6,0,Pass
3080875,"Wilsall CDP, Montana",0,0,Pass,0,0,Pass
3080950,"Windham CDP, Montana",0,0,Pass,0,0,Pass
3080975,"Wineglass CDP, Montana",49,0,Pass,49,0,Pass
3081025,"Winifred town, Montana",0,0,Pass,0,0,Pass
3081100,"Winnett town, Montana",0,0,Pass,3,0,Pass
3081175,"Winston CDP, Montana",0,0,Pass,0,0,Pass
3081250,"Wisdom CDP, Montana",2,0,Pass,3,0,Pass
3081325,"Wise River CDP, Montana",0,0,Pass,0,0,Pass
3081400,"Wolf Creek CDP, Montana",0,0,Pass,0,0,Pass
3081475,"Wolf Point city, Montana",30,0,Pass,46,0,Pass
3081700,"Woods Bay CDP, Montana",9,0,Pass,9,0,Pass
3081925,"Worden CDP, Montana",0,0,Pass,0,0,Pass
3081980,"Wye CDP, Montana",21,0,Pass,21,0,Pass
3082075,"Wyola CDP, Montana",70,0,Pass,74,0,Pass
3082130,"Yaak CDP, Montana",2,0,Pass,2,0,Pass
3082525,"York CDP, Montana",0,0,Pass,0,0,Pass
3082635,"Zenith Colony CDP, Montana",0,0,Pass,0,0,Pass
3082675,"Zortman CDP, Montana",0,0,Pass,0,0,Pass
3082750,"Zurich CDP, Montana",0,0,Pass,0,0,Pass
3100205,"Abie village, Nebraska",0,0,Pass,0,0,Pass
3100240,"Adams village, Nebraska",0,0,Pass,0,0,Pass
3100380,"Agnew CDP, Nebraska",0,0,Pass,0,0,Pass
3100415,"Ainsworth city, Nebraska",6,0,Pass,15,0,Pass
3100555,"Albion city, Nebraska",8,0,Pass,8,0,Pass
3100625,"Alda village, Nebraska",7,0,Pass,57,0,Pass
3100730,"Alexandria village, Nebraska",0,0,Pass,0,0,Pass
3100870,"Allen village, Nebraska",0,0,Pass,2,0,Pass
3100905,"Alliance city, Nebraska",88,0,Pass,123,0,Pass
3100975,"Alma city, Nebraska",3,0,Pass,3,0,Pass
3101150,"Alvo village, Nebraska",0,0,Pass,1,0,Pass
3101220,"Ames CDP, Nebraska",0,0,Pass,0,0,Pass
3101290,"Amherst village, Nebraska",0,0,Pass,0,0,Pass
3101465,"Anoka village, Nebraska",0,0,Pass,0,0,Pass
3101500,"Anselmo village, Nebraska",0,0,Pass,0,0,Pass
3101535,"Ansley village, Nebraska",0,0,Pass,0,0,Pass
3101780,"Arapahoe city, Nebraska",0,0,Pass,10,0,Pass
3101850,"Arcadia village, Nebraska",0,0,Pass,5,0,Pass
3101920,"Archer CDP, Nebraska",0,0,Pass,0,0,Pass
3101990,"Arlington village, Nebraska",8,0,Pass,8,0,Pass
3102095,"Arnold village, Nebraska",27,0,Pass,37,0,Pass
3102200,"Arthur village, Nebraska",0,0,Pass,0,0,Pass
3102305,"Ashland city, Nebraska",22,0,Pass,36,0,Pass
3102375,"Ashton village, Nebraska",4,0,Pass,4,0,Pass
3102480,"Aten CDP, Nebraska",0,0,Pass,0,0,Pass
3102550,"Atkinson city, Nebraska",1,0,Pass,16,0,Pass
3102620,"Atlanta village, Nebraska",0,0,Pass,0,0,Pass
3102655,"Auburn city, Nebraska",5,0,Pass,18,0,Pass
3102690,"Aurora city, Nebraska",10,0,Pass,49,0,Pass
3102795,"Avoca village, Nebraska",0,0,Pass,0,0,Pass
3102830,"Axtell village, Nebraska",0,0,Pass,0,0,Pass
3102865,"Ayr village, Nebraska",0,0,Pass,0,0,Pass
3103005,"Bancroft village, Nebraska",0,0,Pass,8,0,Pass
3103040,"Barada village, Nebraska",0,0,Pass,0,0,Pass
3103075,"Barneston village, Nebraska",0,0,Pass,4,0,Pass
3103145,"Bartlett village, Nebraska",0,0,Pass,0,0,Pass
3103180,"Bartley village, Nebraska",0,0,Pass,7,0,Pass
3103215,"Bassett city, Nebraska",0,0,Pass,0,0,Pass
3103250,"Battle Creek city, Nebraska",6,0,Pass,9,0,Pass
3103285,"Bayard city, Nebraska",7,0,Pass,68,0,Pass
3103355,"Bazile Mills village, Nebraska",0,0,Pass,0,0,Pass
3103377,"Beacon View CDP, Nebraska",0,0,Pass,0,0,Pass
3103390,"Beatrice city, Nebraska",10,0,Pass,30,0,Pass
3103495,"Beaver City city, Nebraska",2,0,Pass,5,0,Pass
3103530,"Beaver Crossing village, Nebraska",8,0,Pass,8,0,Pass
3103546,"Beaver Lake CDP, Nebraska",0,0,Pass,18,0,Pass
3103600,"Bee village, Nebraska",2,0,Pass,4,0,Pass
3103635,"Beemer village, Nebraska",1,0,Pass,4,0,Pass
3103775,"Belden village, Nebraska",2,0,Pass,3,0,Pass
3103810,"Belgrade village, Nebraska",0,0,Pass,0,0,Pass
3103950,"Bellevue city, Nebraska",220,0,Pass,942,0,Pass
3104020,"Bellwood village, Nebraska",6,0,Pass,8,0,Pass
3104055,"Belmar CDP, Nebraska",0,0,Pass,0,0,Pass
3104160,"Belvidere village, Nebraska",3,0,Pass,5,0,Pass
3104195,"Benedict village, Nebraska",5,0,Pass,6,0,Pass
3104230,"Benkelman city, Nebraska",0,0,Pass,0,0,Pass
3104300,"Bennet village, Nebraska",4,0,Pass,6,0,Pass
3104405,"Bennington city, Nebraska",0,0,Pass,34,0,Pass
3104545,"Berea CDP, Nebraska",0,0,Pass,3,0,Pass
3104615,"Bertrand village, Nebraska",0,0,Pass,8,0,Pass
3104650,"Berwyn village, Nebraska",2,0,Pass,2,0,Pass
3104895,"Big Springs village, Nebraska",0,0,Pass,0,0,Pass
3105140,"Bladen village, Nebraska",0,0,Pass,0,0,Pass
3105350,"Blair city, Nebraska",40,0,Pass,98,0,Pass
3105455,"Bloomfield city, Nebraska",0,0,Pass,4,0,Pass
3105490,"Bloomington village, Nebraska",0,0,Pass,4,0,Pass
3105560,"Blue Hill city, Nebraska",17,0,Pass,29,0,Pass
3105630,"Blue Springs city, Nebraska",0,0,Pass,0,0,Pass
3105980,"Bow Valley CDP, Nebraska",0,0,Pass,0,0,Pass
3106015,"Boys Town village, Nebraska",0,0,Pass,0,0,Pass
3106050,"Bradshaw village, Nebraska",0,0,Pass,1,0,Pass
3106085,"Brady village, Nebraska",10,0,Pass,10,0,Pass
3106120,"Brainard village, Nebraska",0,0,Pass,6,0,Pass
3106260,"Brewster village, Nebraska",0,0,Pass,0,0,Pass
3106295,"Bridgeport city, Nebraska",17,0,Pass,17,0,Pass
3106400,"Bristow village, Nebraska",0,0,Pass,0,0,Pass
3106470,"Broadwater village, Nebraska",0,0,Pass,3,0,Pass
3106505,"Brock village, Nebraska",2,0,Pass,3,0,Pass
3106610,"Broken Bow city, Nebraska",18,0,Pass,25,0,Pass
3106680,"Brownlee CDP, Nebraska",0,0,Pass,0,0,Pass
3106750,"Brownville village, Nebraska",0,0,Pass,0,0,Pass
3106785,"Brule village, Nebraska",13,0,Pass,14,0,Pass
3106820,"Bruning village, Nebraska",1,0,Pass,1,0,Pass
3106855,"Bruno village, Nebraska",0,0,Pass,0,0,Pass
3106890,"Brunswick village, Nebraska",9,0,Pass,9,0,Pass
3106945,"Buccaneer Bay CDP, Nebraska",0,0,Pass,0,0,Pass
3107065,"Burchard village, Nebraska",7,0,Pass,17,0,Pass
3107205,"Burr village, Nebraska",0,0,Pass,0,0,Pass
3107310,"Burton village, Nebraska",0,0,Pass,0,0,Pass
3107345,"Burwell city, Nebraska",0,0,Pass,0,0,Pass
3107415,"Bushnell village, Nebraska",3,0,Pass,8,0,Pass
3107485,"Butte village, Nebraska",0,0,Pass,2,0,Pass
3107555,"Byron village, Nebraska",0,0,Pass,0,0,Pass
3107625,"Cairo village, Nebraska",2,0,Pass,7,0,Pass
3107660,"Callaway village, Nebraska",2,0,Pass,2,0,Pass
3107730,"Cambridge city, Nebraska",0,0,Pass,3,0,Pass
3107870,"Campbell village, Nebraska",0,0,Pass,1,0,Pass
3107975,"Carleton village, Nebraska",0,0,Pass,0,0,Pass
3108010,"Carroll village, Nebraska",0,0,Pass,0,0,Pass
3108150,"Cedar Bluffs village, Nebraska",4,0,Pass,16,0,Pass
3108185,"Cedar Creek village, Nebraska",0,0,Pass,6,0,Pass
3108220,"Cedar Rapids village, Nebraska",3,0,Pass,3,0,Pass
3108360,"Center village, Nebraska",0,0,Pass,11,0,Pass
3108535,"Central City city, Nebraska",0,0,Pass,30,0,Pass
3108570,"Ceresco village, Nebraska",2,0,Pass,16,0,Pass
3108605,"Chadron city, Nebraska",0,0,Pass,36,0,Pass
3108640,"Chalco CDP, Nebraska",12,0,Pass,96,0,Pass
3108675,"Chambers village, Nebraska",0,0,Pass,0,0,Pass
3108745,"Champion CDP, Nebraska",0,0,Pass,0,0,Pass
3108780,"Chapman village, Nebraska",3,0,Pass,13,0,Pass
3108885,"Chappell city, Nebraska",6,0,Pass,18,0,Pass
3108990,"Cheney CDP, Nebraska",0,0,Pass,0,0,Pass
3109095,"Chester village, Nebraska",0,0,Pass,0,0,Pass
3109165,"Clarks village, Nebraska",2,0,Pass,8,0,Pass
3109200,"Clarkson city, Nebraska",0,0,Pass,1,0,Pass
3109270,"Clatonia village, Nebraska",2,0,Pass,4,0,Pass
3109375,"Clay Center city, Nebraska",10,0,Pass,10,0,Pass
3109445,"Clearwater village, Nebraska",0,0,Pass,3,0,Pass
3109655,"Clinton village, Nebraska",0,0,Pass,4,0,Pass
3109760,"Cody village, Nebraska",0,0,Pass,0,0,Pass
3109865,"Coleridge village, Nebraska",0,0,Pass,0,0,Pass
3110005,"Colon village, Nebraska",0,0,Pass,0,0,Pass
3110110,"Columbus city, Nebraska",201,0,Pass,462,0,Pass
3110180,"Comstock village, Nebraska",0,0,Pass,0,0,Pass
3110250,"Concord village, Nebraska",0,0,Pass,0,0,Pass
3110390,"Cook village, Nebraska",0,0,Pass,17,0,Pass
3110495,"Cordova village, Nebraska",9,0,Pass,9,0,Pass
3110600,"Cornlea village, Nebraska",0,0,Pass,0,0,Pass
3110635,"Cortland village, Nebraska",0,0,Pass,0,0,Pass
3110740,"Cotesfield village, Nebraska",0,0,Pass,0,0,Pass
3110985,"Cowles village, Nebraska",0,0,Pass,0,0,Pass
3111020,"Cozad city, Nebraska",6,0,Pass,46,0,Pass
3111055,"Crab Orchard village, Nebraska",0,0,Pass,0,0,Pass
3111090,"Craig village, Nebraska",0,0,Pass,0,0,Pass
3111195,"Crawford city, Nebraska",0,0,Pass,31,0,Pass
3111230,"Creighton city, Nebraska",0,0,Pass,0,0,Pass
3111300,"Creston village, Nebraska",0,0,Pass,0,0,Pass
3111370,"Crete city, Nebraska",30,0,Pass,30,0,Pass
3111440,"Crofton city, Nebraska",0,0,Pass,0,0,Pass
3111475,"Crookston village, Nebraska",0,0,Pass,0,0,Pass
3111615,"Culbertson village, Nebraska",0,0,Pass,11,0,Pass
3111825,"Curtis city, Nebraska",10,0,Pass,11,0,Pass
3111860,"Cushing village, Nebraska",2,0,Pass,2,0,Pass
3112000,"Dakota City city, Nebraska",11,0,Pass,112,0,Pass
3112070,"Dalton village, Nebraska",0,0,Pass,0,0,Pass
3112105,"Danbury village, Nebraska",0,0,Pass,0,0,Pass
3112140,"Dannebrog village, Nebraska",0,0,Pass,0,0,Pass
3112245,"Davenport village, Nebraska",0,0,Pass,0,0,Pass
3112280,"Davey village, Nebraska",0,0,Pass,0,0,Pass
3112315,"David City city, Nebraska",0,0,Pass,0,0,Pass
3112420,"Dawson village, Nebraska",0,0,Pass,0,0,Pass
3112455,"Daykin village, Nebraska",0,0,Pass,0,0,Pass
3112525,"Decatur village, Nebraska",0,0,Pass,18,0,Pass
3112770,"Denton village, Nebraska",0,0,Pass,0,0,Pass
3112840,"Deshler city, Nebraska",3,0,Pass,3,0,Pass
3112945,"Deweese village, Nebraska",0,0,Pass,0,0,Pass
3113015,"De Witt village, Nebraska",5,0,Pass,5,0,Pass
3113085,"Diller village, Nebraska",0,0,Pass,0,0,Pass
3113190,"Dix village, Nebraska",2,0,Pass,2,0,Pass
3113225,"Dixon village, Nebraska",0,0,Pass,0,0,Pass
3113295,"Dodge village, Nebraska",2,0,Pass,4,0,Pass
3113365,"Doniphan village, Nebraska",0,0,Pass,5,0,Pass
3113435,"Dorchester village, Nebraska",24,0,Pass,24,0,Pass
3113505,"Douglas village, Nebraska",0,0,Pass,0,0,Pass
3113750,"Du Bois village, Nebraska",0,0,Pass,0,0,Pass
3113855,"Dunbar village, Nebraska",0,0,Pass,0,0,Pass
3113890,"Duncan village, Nebraska",0,0,Pass,0,0,Pass
3113960,"Dunning village, Nebraska",0,0,Pass,0,0,Pass
3114065,"Dwight village, Nebraska",0,0,Pass,0,0,Pass
3114100,"Eagle village, Nebraska",0,0,Pass,0,0,Pass
3114380,"Eddyville village, Nebraska",0,0,Pass,2,0,Pass
3114450,"Edgar city, Nebraska",17,0,Pass,19,0,Pass
3114520,"Edison village, Nebraska",0,0,Pass,4,0,Pass
3114555,"Elba village, Nebraska",0,0,Pass,0,0,Pass
3114730,"Elgin city, Nebraska",4,0,Pass,4,0,Pass
3114975,"Elk Creek village, Nebraska",0,0,Pass,4,0,Pass
3115360,"Elm Creek village, Nebraska",0,0,Pass,3,0,Pass
3115430,"Elmwood village, Nebraska",0,0,Pass,0,0,Pass
3115500,"Elsie village, Nebraska",0,0,Pass,0,0,Pass
3115570,"Elwood village, Nebraska",2,0,Pass,2,0,Pass
3115605,"Elyria village, Nebraska",0,0,Pass,0,0,Pass
3115675,"Emerald CDP, Nebraska",0,0,Pass,0,0,Pass
3115710,"Emerson village, Nebraska",3,0,Pass,11,0,Pass
3115815,"Emmet village, Nebraska",0,0,Pass,0,0,Pass
3115885,"Enders CDP, Nebraska",0,0,Pass,0,0,Pass
3115920,"Endicott village, Nebraska",0,0,Pass,0,0,Pass
3116025,"Ericson village, Nebraska",0,0,Pass,0,0,Pass
3116165,"Eustis village, Nebraska",1,0,Pass,5,0,Pass
3116270,"Ewing village, Nebraska",0,0,Pass,0,0,Pass
3116340,"Exeter village, Nebraska",0,0,Pass,0,0,Pass
3116410,"Fairbury city, Nebraska",0,0,Pass,33,0,Pass
3116445,"Fairfield city, Nebraska",1,0,Pass,4,0,Pass
3116550,"Fairmont village, Nebraska",3,0,Pass,5,0,Pass
3116655,"Falls City city, Nebraska",0,0,Pass,0,0,Pass
3116725,"Farnam village, Nebraska",0,0,Pass,0,0,Pass
3116760,"Farwell village, Nebraska",0,0,Pass,1,0,Pass
3116830,"Filley village, Nebraska",0,0,Pass,0,0,Pass
3116935,"Firth village, Nebraska",0,0,Pass,0,0,Pass
3117040,"Fontanelle CDP, Nebraska",0,0,Pass,0,0,Pass
3117110,"Fordyce village, Nebraska",0,0,Pass,0,0,Pass
3117145,"Fort Calhoun city, Nebraska",0,0,Pass,14,0,Pass
3117320,"Foster village, Nebraska",0,0,Pass,0,0,Pass
3117530,"Franklin city, Nebraska",4,0,Pass,13,0,Pass
3117670,"Fremont city, Nebraska",64,0,Pass,236,0,Pass
3117775,"Friend city, Nebraska",0,0,Pass,11,0,Pass
3117810,"Fullerton city, Nebraska",4,0,Pass,4,0,Pass
3117880,"Funk village, Nebraska",2,0,Pass,3,0,Pass
3117950,"Gandy village, Nebraska",0,0,Pass,0,0,Pass
3118230,"Garland village, Nebraska",0,0,Pass,3,0,Pass
3118300,"Garrison village, Nebraska",0,0,Pass,0,0,Pass
3118405,"Geneva city, Nebraska",12,0,Pass,12,0,Pass
3118475,"Genoa city, Nebraska",4,0,Pass,4,0,Pass
3118580,"Gering city, Nebraska",20,0,Pass,54,0,Pass
3118615,"Gibbon city, Nebraska",0,0,Pass,16,0,Pass
3118720,"Gilead village, Nebraska",0,0,Pass,0,0,Pass
3118825,"Giltner village, Nebraska",0,0,Pass,0,0,Pass
3119070,"Glenvil village, Nebraska",4,0,Pass,5,0,Pass
3119160,"Glenwood CDP, Nebraska",0,0,Pass,0,0,Pass
3119245,"Goehner village, Nebraska",0,0,Pass,1,0,Pass
3119350,"Gordon city, Nebraska",18,0,Pass,41,0,Pass
3119385,"Gothenburg city, Nebraska",22,0,Pass,22,0,Pass
3119455,"Grafton village, Nebraska",0,0,Pass,0,0,Pass
3119595,"Grand Island city, Nebraska",180,0,Pass,795,0,Pass
3119910,"Grant city, Nebraska",0,0,Pass,2,0,Pass
3120050,"Greeley Center village, Nebraska",2,0,Pass,4,0,Pass
3120190,"Greenwood village, Nebraska",0,0,Pass,0,0,Pass
3120225,"Gresham village, Nebraska",4,0,Pass,6,0,Pass
3120260,"Gretna city, Nebraska",0,0,Pass,112,0,Pass
3120295,"Gross village, Nebraska",0,0,Pass,0,0,Pass
3120365,"Guide Rock village, Nebraska",0,0,Pass,0,0,Pass
3120435,"Gurley village, Nebraska",0,0,Pass,20,0,Pass
3120470,"Hadar village, Nebraska",1,0,Pass,2,0,Pass
3120540,"Haigler village, Nebraska",7,0,Pass,7,0,Pass
3120610,"Hallam village, Nebraska",0,0,Pass,1,0,Pass
3120680,"Halsey village, Nebraska",0,0,Pass,0,0,Pass
3120750,"Hamlet village, Nebraska",0,0,Pass,0,0,Pass
3120785,"Hampton village, Nebraska",2,0,Pass,14,0,Pass
3120960,"Harbine village, Nebraska",0,0,Pass,0,0,Pass
3120995,"Hardy village, Nebraska",0,0,Pass,4,0,Pass
3121030,"Harrisburg CDP, Nebraska",2,0,Pass,4,0,Pass
3121240,"Harrison village, Nebraska",0,0,Pass,3,0,Pass
3121275,"Hartington city, Nebraska",18,0,Pass,29,0,Pass
3121345,"Harvard city, Nebraska",0,0,Pass,25,0,Pass
3121415,"Hastings city, Nebraska",240,0,Pass,367,0,Pass
3121660,"Hayes Center village, Nebraska",0,0,Pass,0,0,Pass
3121730,"Hay Springs village, Nebraska",6,0,Pass,13,0,Pass
3121765,"Hazard village, Nebraska",0,0,Pass,0,0,Pass
3121835,"Heartwell village, Nebraska",0,0,Pass,0,0,Pass
3121905,"Hebron city, Nebraska",15,0,Pass,20,0,Pass
3122045,"Hemingford village, Nebraska",12,0,Pass,13,0,Pass
3122080,"Henderson city, Nebraska",5,0,Pass,5,0,Pass
3122115,"Hendley village, Nebraska",0,0,Pass,0,0,Pass
3122150,"Henry village, Nebraska",0,0,Pass,0,0,Pass
3122185,"Herman village, Nebraska",2,0,Pass,2,0,Pass
3122290,"Hershey village, Nebraska",4,0,Pass,7,0,Pass
3122325,"Hickman city, Nebraska",0,0,Pass,6,0,Pass
3122430,"Hildreth village, Nebraska",0,0,Pass,4,0,Pass
3122605,"Holbrook village, Nebraska",4,0,Pass,5,0,Pass
3122640,"Holdrege city, Nebraska",35,0,Pass,43,0,Pass
3122780,"Holmesville CDP, Nebraska",0,0,Pass,0,0,Pass
3122815,"Holstein village, Nebraska",0,0,Pass,2,0,Pass
3122920,"Homer village, Nebraska",6,0,Pass,10,0,Pass
3123025,"Hooper city, Nebraska",5,0,Pass,9,0,Pass
3123200,"Hordville village, Nebraska",0,0,Pass,6,0,Pass
3123235,"Hoskins village, Nebraska",0,0,Pass,0,0,Pass
3123270,"Howard City (Boelus) village, Nebraska",0,0,Pass,0,0,Pass
3123340,"Howells village, Nebraska",0,0,Pass,0,0,Pass
3123375,"Hubbard village, Nebraska",0,0,Pass,0,0,Pass
3123410,"Hubbell village, Nebraska",4,0,Pass,4,0,Pass
3123445,"Humboldt city, Nebraska",0,0,Pass,2,0,Pass
3123480,"Humphrey city, Nebraska",0,0,Pass,1,0,Pass
3123550,"Huntley village, Nebraska",0,0,Pass,0,0,Pass
3123655,"Hyannis village, Nebraska",0,0,Pass,0,0,Pass
3123690,"Imperial city, Nebraska",33,0,Pass,64,0,Pass
3123725,"Inavale CDP, Nebraska",3,0,Pass,3,0,Pass
3123830,"Indianola city, Nebraska",2,0,Pass,6,0,Pass
3123970,"Inglewood village, Nebraska",5,0,Pass,5,0,Pass
3124005,"Inland CDP, Nebraska",0,0,Pass,0,0,Pass
3124075,"Inman village, Nebraska",2,0,Pass,2,0,Pass
3124285,"Ithaca village, Nebraska",0,0,Pass,0,0,Pass
3124355,"Jackson village, Nebraska",0,0,Pass,2,0,Pass
3124530,"Jansen village, Nebraska",0,0,Pass,2,0,Pass
3124670,"Johnson village, Nebraska",3,0,Pass,3,0,Pass
3124740,"Johnstown village, Nebraska",0,0,Pass,0,0,Pass
3124915,"Julian village, Nebraska",0,0,Pass,0,0,Pass
3124950,"Juniata village, Nebraska",10,0,Pass,19,0,Pass
3125055,"Kearney city, Nebraska",138,0,Pass,258,0,Pass
3125160,"Kenesaw village, Nebraska",4,0,Pass,5,0,Pass
3125230,"Kennard village, Nebraska",0,0,Pass,3,0,Pass
3125335,"Keystone CDP, Nebraska",0,0,Pass,0,0,Pass
3125405,"Kilgore village, Nebraska",0,0,Pass,0,0,Pass
3125475,"Kimball city, Nebraska",36,0,Pass,36,0,Pass
3125510,"King Lake CDP, Nebraska",0,0,Pass,0,0,Pass
3125720,"Kramer CDP, Nebraska",0,0,Pass,0,0,Pass
3126150,"Lakeview CDP, Nebraska",0,0,Pass,0,0,Pass
3126156,"Lake Waconda CDP, Nebraska",0,0,Pass,0,0,Pass
3126175,"Lamar village, Nebraska",0,0,Pass,0,0,Pass
3126315,"La Platte CDP, Nebraska",0,0,Pass,0,0,Pass
3126350,"Laurel city, Nebraska",0,0,Pass,4,0,Pass
3126385,"La Vista city, Nebraska",154,0,Pass,224,0,Pass
3126420,"Lawrence village, Nebraska",0,0,Pass,0,0,Pass
3126455,"Lebanon village, Nebraska",0,0,Pass,0,0,Pass
3126560,"Leigh village, Nebraska",0,0,Pass,0,0,Pass
3126595,"Lemoyne CDP, Nebraska",0,0,Pass,0,0,Pass
3126630,"Leshara village, Nebraska",0,0,Pass,0,0,Pass
3126805,"Lewellen village, Nebraska",0,0,Pass,7,0,Pass
3126875,"Lewiston village, Nebraska",0,0,Pass,0,0,Pass
3126910,"Lexington city, Nebraska",12,0,Pass,153,0,Pass
3126980,"Liberty village, Nebraska",0,0,Pass,0,0,Pass
3128000,"Lincoln city, Nebraska",1006,0,Pass,2797,0,Pass
3128105,"Lindsay village, Nebraska",0,0,Pass,0,0,Pass
3128140,"Lindy CDP, Nebraska",0,0,Pass,0,0,Pass
3128165,"Linoma Beach CDP, Nebraska",0,0,Pass,0,0,Pass
3128245,"Linwood village, Nebraska",0,0,Pass,0,0,Pass
3128315,"Lisco CDP, Nebraska",0,0,Pass,0,0,Pass
3128350,"Litchfield village, Nebraska",0,0,Pass,2,0,Pass
3128420,"Lodgepole village, Nebraska",0,0,Pass,0,0,Pass
3129050,"Long Pine city, Nebraska",0,0,Pass,0,0,Pass
3129085,"Loomis village, Nebraska",0,0,Pass,0,0,Pass
3129120,"Lorenzo CDP, Nebraska",0,0,Pass,0,0,Pass
3129155,"Loretto CDP, Nebraska",0,0,Pass,0,0,Pass
3129175,"Lorton village, Nebraska",0,0,Pass,8,0,Pass
3129260,"Louisville city, Nebraska",0,0,Pass,0,0,Pass
3129470,"Loup City city, Nebraska",9,0,Pass,11,0,Pass
3129645,"Lushton village, Nebraska",0,0,Pass,0,0,Pass
3129715,"Lyman village, Nebraska",0,0,Pass,2,0,Pass
3129750,"Lynch village, Nebraska",0,0,Pass,0,0,Pass
3129855,"Lyons city, Nebraska",4,0,Pass,4,0,Pass
3129925,"McCook city, Nebraska",12,0,Pass,28,0,Pass
3129960,"McCool Junction village, Nebraska",0,0,Pass,0,0,Pass
3130030,"McGrew village, Nebraska",2,0,Pass,2,0,Pass
3130065,"McLean village, Nebraska",0,0,Pass,0,0,Pass
3130170,"Macy CDP, Nebraska",31,0,Pass,39,0,Pass
3130240,"Madison city, Nebraska",41,0,Pass,83,0,Pass
3130275,"Madrid village, Nebraska",0,0,Pass,0,0,Pass
3130310,"Magnet village, Nebraska",2,0,Pass,2,0,Pass
3130345,"Malcolm village, Nebraska",1,0,Pass,7,0,Pass
3130380,"Malmo village, Nebraska",0,0,Pass,2,0,Pass
3130415,"Manley village, Nebraska",0,0,Pass,1,0,Pass
3130730,"Marquette village, Nebraska",2,0,Pass,6,0,Pass
3130835,"Martell CDP, Nebraska",0,0,Pass,0,0,Pass
3130905,"Martin CDP, Nebraska",0,0,Pass,0,0,Pass
3130940,"Martinsburg village, Nebraska",0,0,Pass,0,0,Pass
3131045,"Maskell village, Nebraska",0,0,Pass,0,0,Pass
3131115,"Mason City village, Nebraska",0,0,Pass,0,0,Pass
3131150,"Max CDP, Nebraska",0,0,Pass,0,0,Pass
3131220,"Maxwell village, Nebraska",1,0,Pass,1,0,Pass
3131325,"Maywood village, Nebraska",2,0,Pass,5,0,Pass
3131395,"Mead village, Nebraska",4,0,Pass,6,0,Pass
3131465,"Meadow Grove village, Nebraska",0,0,Pass,0,0,Pass
3131570,"Melbeta village, Nebraska",0,0,Pass,0,0,Pass
3131605,"Melia CDP, Nebraska",0,0,Pass,0,0,Pass
3131640,"Memphis village, Nebraska",0,0,Pass,0,0,Pass
3131780,"Merna village, Nebraska",0,0,Pass,0,0,Pass
3131815,"Merriman village, Nebraska",0,0,Pass,0,0,Pass
3132060,"Milford city, Nebraska",3,0,Pass,3,0,Pass
3132130,"Miller village, Nebraska",0,0,Pass,0,0,Pass
3132200,"Milligan village, Nebraska",1,0,Pass,7,0,Pass
3132305,"Minatare city, Nebraska",5,0,Pass,6,0,Pass
3132340,"Minden city, Nebraska",53,0,Pass,111,0,Pass
3132410,"Mitchell city, Nebraska",29,0,Pass,29,0,Pass
3132550,"Monowi village, Nebraska",0,0,Pass,0,0,Pass
3132585,"Monroe village, Nebraska",4,0,Pass,4,0,Pass
3132760,"Moorefield village, Nebraska",0,0,Pass,0,0,Pass
3132830,"Morrill village, Nebraska",0,0,Pass,0,0,Pass
3132865,"Morse Bluff village, Nebraska",0,0,Pass,1,0,Pass
3133250,"Mullen village, Nebraska",0,0,Pass,0,0,Pass
3133320,"Murdock village, Nebraska",0,0,Pass,3,0,Pass
3133425,"Murray village, Nebraska",0,0,Pass,6,0,Pass
3133530,"Naper village, Nebraska",3,0,Pass,3,0,Pass
3133565,"Naponee village, Nebraska",0,0,Pass,0,0,Pass
3133705,"Nebraska City city, Nebraska",73,0,Pass,237,0,Pass
3133740,"Nehawka village, Nebraska",0,0,Pass,1,0,Pass
3133775,"Neligh city, Nebraska",17,0,Pass,17,0,Pass
3133880,"Nelson city, Nebraska",10,0,Pass,10,0,Pass
3133950,"Nemaha village, Nebraska",0,0,Pass,0,0,Pass
3133985,"Nenzel village, Nebraska",0,0,Pass,0,0,Pass
3134090,"Newcastle village, Nebraska",2,0,Pass,4,0,Pass
3134230,"Newman Grove city, Nebraska",0,0,Pass,7,0,Pass
3134265,"Newport village, Nebraska",0,0,Pass,0,0,Pass
3134300,"Nickerson village, Nebraska",5,0,Pass,5,0,Pass
3134370,"Niobrara village, Nebraska",4,0,Pass,4,0,Pass
3134545,"Nora village, Nebraska",0,0,Pass,0,0,Pass
3134615,"Norfolk city, Nebraska",12,0,Pass,171,0,Pass
3134650,"Norman village, Nebraska",0,0,Pass,0,0,Pass
3134720,"North Bend city, Nebraska",4,0,Pass,9,0,Pass
3134825,"North Loup village, Nebraska",0,0,Pass,0,0,Pass
3135000,"North Platte city, Nebraska",93,0,Pass,217,0,Pass
3135245,"Oak village, Nebraska",0,0,Pass,0,0,Pass
3135385,"Oakdale village, Nebraska",2,0,Pass,2,0,Pass
